Country,Population,GDP_per_Capita,Year,Medal
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Bronze
France,66808385,36205.5681017036,1924,Bronze
France,66808385,36205.5681017036,1924,Bronze
France,66808385,36205.5681017036,1924,Bronze
France,66808385,36205.5681017036,1924,Bronze
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Gold
France,66808385,36205.5681017036,1924,Bronze
France,66808385,36205.5681017036,1924,Bronze
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Silver
France,66808385,36205.5681017036,1924,Gold
France,66808385,36205.5681017036,1924,Gold
France,66808385,36205.5681017036,1924,Gold
France,66808385,36205.5681017036,1928,Bronze
France,66808385,36205.5681017036,1928,Bronze
France,66808385,36205.5681017036,1928,Bronze
France,66808385,36205.5681017036,1928,Bronze
France,66808385,36205.5681017036,1928,Bronze
France,66808385,36205.5681017036,1928,Bronze
France,66808385,36205.5681017036,1928,Bronze
France,66808385,36205.5681017036,1928,Bronze
France,66808385,36205.5681017036,1928,Bronze
France,66808385,36205.5681017036,1928,Silver
France,66808385,36205.5681017036,1928,Bronze
France,66808385,36205.5681017036,1928,Gold
France,66808385,36205.5681017036,1928,Silver
France,66808385,36205.5681017036,1928,Gold
France,66808385,36205.5681017036,1928,Gold
France,66808385,36205.5681017036,1928,Silver
France,66808385,36205.5681017036,1928,Silver
France,66808385,36205.5681017036,1928,Gold
France,66808385,36205.5681017036,1928,Silver
France,66808385,36205.5681017036,1928,Gold
France,66808385,36205.5681017036,1928,Silver
France,66808385,36205.5681017036,1928,Silver
France,66808385,36205.5681017036,1928,Silver
France,66808385,36205.5681017036,1928,Silver
France,66808385,36205.5681017036,1928,Silver
France,66808385,36205.5681017036,1928,Silver
France,66808385,36205.5681017036,1928,Silver
France,66808385,36205.5681017036,1928,Silver
France,66808385,36205.5681017036,1928,Silver
France,66808385,36205.5681017036,1928,Gold
France,66808385,36205.5681017036,1928,Bronze
France,66808385,36205.5681017036,1928,Gold
France,66808385,36205.5681017036,1928,Silver
France,66808385,36205.5681017036,1928,Bronze
France,66808385,36205.5681017036,1928,Silver
France,66808385,36205.5681017036,1928,Bronze
France,66808385,36205.5681017036,1932,Silver
France,66808385,36205.5681017036,1932,Bronze
France,66808385,36205.5681017036,1932,Bronze
France,66808385,36205.5681017036,1932,Gold
France,66808385,36205.5681017036,1932,Gold
France,66808385,36205.5681017036,1932,Silver
France,66808385,36205.5681017036,1932,Silver
France,66808385,36205.5681017036,1932,Silver
France,66808385,36205.5681017036,1932,Silver
France,66808385,36205.5681017036,1932,Silver
France,66808385,36205.5681017036,1932,Gold
France,66808385,36205.5681017036,1932,Silver
France,66808385,36205.5681017036,1932,Gold
France,66808385,36205.5681017036,1932,Gold
France,66808385,36205.5681017036,1932,Gold
France,66808385,36205.5681017036,1932,Silver
France,66808385,36205.5681017036,1932,Gold
France,66808385,36205.5681017036,1932,Gold
France,66808385,36205.5681017036,1932,Gold
France,66808385,36205.5681017036,1932,Gold
France,66808385,36205.5681017036,1932,Gold
France,66808385,36205.5681017036,1932,Gold
France,66808385,36205.5681017036,1932,Gold
France,66808385,36205.5681017036,1932,Gold
France,66808385,36205.5681017036,1932,Gold
France,66808385,36205.5681017036,1932,Gold
France,66808385,36205.5681017036,1932,Gold
France,66808385,36205.5681017036,1932,Gold
France,66808385,36205.5681017036,1932,Bronze
France,66808385,36205.5681017036,1932,Bronze
France,66808385,36205.5681017036,1932,Bronze
France,66808385,36205.5681017036,1932,Gold
France,66808385,36205.5681017036,1932,Gold
France,66808385,36205.5681017036,1932,Gold
France,66808385,36205.5681017036,1932,Gold
France,66808385,36205.5681017036,1932,Gold
France,66808385,36205.5681017036,1932,Bronze
France,66808385,36205.5681017036,1936,Gold
France,66808385,36205.5681017036,1936,Gold
France,66808385,36205.5681017036,1936,Silver
France,66808385,36205.5681017036,1936,Gold
France,66808385,36205.5681017036,1936,Silver
France,66808385,36205.5681017036,1936,Gold
France,66808385,36205.5681017036,1936,Gold
France,66808385,36205.5681017036,1936,Gold
France,66808385,36205.5681017036,1936,Silver
France,66808385,36205.5681017036,1936,Bronze
France,66808385,36205.5681017036,1936,Bronze
France,66808385,36205.5681017036,1936,Bronze
France,66808385,36205.5681017036,1936,Gold
France,66808385,36205.5681017036,1936,Gold
France,66808385,36205.5681017036,1936,Gold
France,66808385,36205.5681017036,1936,Gold
France,66808385,36205.5681017036,1936,Silver
France,66808385,36205.5681017036,1936,Silver
France,66808385,36205.5681017036,1936,Silver
France,66808385,36205.5681017036,1936,Bronze
France,66808385,36205.5681017036,1936,Bronze
France,66808385,36205.5681017036,1936,Bronze
France,66808385,36205.5681017036,1936,Bronze
France,66808385,36205.5681017036,1936,Bronze
France,66808385,36205.5681017036,1936,Bronze
France,66808385,36205.5681017036,1936,Silver
France,66808385,36205.5681017036,1936,Silver
France,66808385,36205.5681017036,1936,Silver
France,66808385,36205.5681017036,1936,Silver
France,66808385,36205.5681017036,1936,Silver
France,66808385,36205.5681017036,1936,Silver
France,66808385,36205.5681017036,1936,Silver
France,66808385,36205.5681017036,1936,Bronze
France,66808385,36205.5681017036,1936,Bronze
France,66808385,36205.5681017036,1936,Bronze
France,66808385,36205.5681017036,1936,Bronze
France,66808385,36205.5681017036,1936,Bronze
France,66808385,36205.5681017036,1936,Bronze
France,66808385,36205.5681017036,1936,Bronze
France,66808385,36205.5681017036,1936,Bronze
France,66808385,36205.5681017036,1936,Bronze
France,66808385,36205.5681017036,1936,Gold
France,66808385,36205.5681017036,1936,Gold
France,66808385,36205.5681017036,1948,Bronze
France,66808385,36205.5681017036,1948,Bronze
France,66808385,36205.5681017036,1948,Bronze
France,66808385,36205.5681017036,1948,Bronze
France,66808385,36205.5681017036,1948,Bronze
France,66808385,36205.5681017036,1948,Silver
France,66808385,36205.5681017036,1948,Silver
France,66808385,36205.5681017036,1948,Silver
France,66808385,36205.5681017036,1948,Silver
France,66808385,36205.5681017036,1948,Silver
France,66808385,36205.5681017036,1948,Bronze
France,66808385,36205.5681017036,1948,Silver
France,66808385,36205.5681017036,1948,Bronze
France,66808385,36205.5681017036,1948,Gold
France,66808385,36205.5681017036,1948,Bronze
France,66808385,36205.5681017036,1948,Gold
France,66808385,36205.5681017036,1948,Silver
France,66808385,36205.5681017036,1948,Silver
France,66808385,36205.5681017036,1948,Silver
France,66808385,36205.5681017036,1948,Silver
France,66808385,36205.5681017036,1948,Silver
France,66808385,36205.5681017036,1948,Silver
France,66808385,36205.5681017036,1948,Silver
France,66808385,36205.5681017036,1948,Silver
France,66808385,36205.5681017036,1948,Silver
France,66808385,36205.5681017036,1948,Silver
France,66808385,36205.5681017036,1948,Silver
France,66808385,36205.5681017036,1948,Silver
France,66808385,36205.5681017036,1948,Silver
France,66808385,36205.5681017036,1948,Silver
France,66808385,36205.5681017036,1948,Bronze
France,66808385,36205.5681017036,1948,Bronze
France,66808385,36205.5681017036,1948,Bronze
France,66808385,36205.5681017036,1948,Bronze
France,66808385,36205.5681017036,1948,Bronze
France,66808385,36205.5681017036,1948,Bronze
France,66808385,36205.5681017036,1948,Gold
France,66808385,36205.5681017036,1948,Bronze
France,66808385,36205.5681017036,1948,Bronze
France,66808385,36205.5681017036,1948,Bronze
France,66808385,36205.5681017036,1948,Gold
France,66808385,36205.5681017036,1948,Bronze
France,66808385,36205.5681017036,1948,Bronze
France,66808385,36205.5681017036,1948,Gold
France,66808385,36205.5681017036,1948,Gold
France,66808385,36205.5681017036,1948,Gold
France,66808385,36205.5681017036,1948,Gold
France,66808385,36205.5681017036,1948,Silver
France,66808385,36205.5681017036,1948,Gold
France,66808385,36205.5681017036,1948,Gold
France,66808385,36205.5681017036,1948,Gold
France,66808385,36205.5681017036,1948,Gold
France,66808385,36205.5681017036,1948,Bronze
France,66808385,36205.5681017036,1948,Gold
France,66808385,36205.5681017036,1948,Gold
France,66808385,36205.5681017036,1948,Gold
France,66808385,36205.5681017036,1948,Gold
France,66808385,36205.5681017036,1948,Gold
France,66808385,36205.5681017036,1948,Gold
France,66808385,36205.5681017036,1948,Gold
France,66808385,36205.5681017036,1948,Silver
France,66808385,36205.5681017036,1948,Gold
France,66808385,36205.5681017036,1948,Gold
France,66808385,36205.5681017036,1948,Gold
France,66808385,36205.5681017036,1948,Gold
France,66808385,36205.5681017036,1948,Gold
France,66808385,36205.5681017036,1948,Gold
France,66808385,36205.5681017036,1948,Bronze
France,66808385,36205.5681017036,1952,Silver
France,66808385,36205.5681017036,1952,Silver
France,66808385,36205.5681017036,1952,Gold
France,66808385,36205.5681017036,1952,Bronze
France,66808385,36205.5681017036,1952,Bronze
France,66808385,36205.5681017036,1952,Bronze
France,66808385,36205.5681017036,1952,Bronze
France,66808385,36205.5681017036,1952,Silver
France,66808385,36205.5681017036,1952,Silver
France,66808385,36205.5681017036,1952,Bronze
France,66808385,36205.5681017036,1952,Gold
France,66808385,36205.5681017036,1952,Gold
France,66808385,36205.5681017036,1952,Bronze
France,66808385,36205.5681017036,1952,Bronze
France,66808385,36205.5681017036,1952,Bronze
France,66808385,36205.5681017036,1952,Bronze
France,66808385,36205.5681017036,1952,Bronze
France,66808385,36205.5681017036,1952,Silver
France,66808385,36205.5681017036,1952,Gold
France,66808385,36205.5681017036,1952,Gold
France,66808385,36205.5681017036,1952,Gold
France,66808385,36205.5681017036,1952,Gold
France,66808385,36205.5681017036,1952,Gold
France,66808385,36205.5681017036,1952,Gold
France,66808385,36205.5681017036,1952,Gold
France,66808385,36205.5681017036,1952,Gold
France,66808385,36205.5681017036,1952,Bronze
France,66808385,36205.5681017036,1952,Bronze
France,66808385,36205.5681017036,1952,Bronze
France,66808385,36205.5681017036,1952,Bronze
France,66808385,36205.5681017036,1952,Bronze
France,66808385,36205.5681017036,1952,Bronze
France,66808385,36205.5681017036,1952,Silver
France,66808385,36205.5681017036,1952,Silver
France,66808385,36205.5681017036,1952,Silver
France,66808385,36205.5681017036,1952,Silver
France,66808385,36205.5681017036,1952,Gold
France,66808385,36205.5681017036,1952,Gold
France,66808385,36205.5681017036,1952,Gold
France,66808385,36205.5681017036,1956,Gold
France,66808385,36205.5681017036,1956,Bronze
France,66808385,36205.5681017036,1956,Bronze
France,66808385,36205.5681017036,1956,Silver
France,66808385,36205.5681017036,1956,Silver
France,66808385,36205.5681017036,1956,Silver
France,66808385,36205.5681017036,1956,Gold
France,66808385,36205.5681017036,1956,Gold
France,66808385,36205.5681017036,1956,Gold
France,66808385,36205.5681017036,1956,Gold
France,66808385,36205.5681017036,1956,Silver
France,66808385,36205.5681017036,1956,Silver
France,66808385,36205.5681017036,1956,Silver
France,66808385,36205.5681017036,1956,Silver
France,66808385,36205.5681017036,1956,Bronze
France,66808385,36205.5681017036,1956,Bronze
France,66808385,36205.5681017036,1956,Bronze
France,66808385,36205.5681017036,1956,Bronze
France,66808385,36205.5681017036,1956,Bronze
France,66808385,36205.5681017036,1956,Gold
France,66808385,36205.5681017036,1956,Bronze
France,66808385,36205.5681017036,1956,Silver
France,66808385,36205.5681017036,1956,Silver
France,66808385,36205.5681017036,1956,Silver
France,66808385,36205.5681017036,1956,Silver
France,66808385,36205.5681017036,1956,Silver
France,66808385,36205.5681017036,1956,Silver
France,66808385,36205.5681017036,1956,Bronze
France,66808385,36205.5681017036,1956,Bronze
France,66808385,36205.5681017036,1956,Bronze
France,66808385,36205.5681017036,1956,Bronze
France,66808385,36205.5681017036,1956,Bronze
France,66808385,36205.5681017036,1960,Silver
France,66808385,36205.5681017036,1960,Bronze
France,66808385,36205.5681017036,1960,Bronze
France,66808385,36205.5681017036,1960,Bronze
France,66808385,36205.5681017036,1960,Bronze
France,66808385,36205.5681017036,1960,Silver
France,66808385,36205.5681017036,1960,Silver
France,66808385,36205.5681017036,1960,Silver
France,66808385,36205.5681017036,1960,Silver
France,66808385,36205.5681017036,1960,Silver
France,66808385,36205.5681017036,1960,Bronze
France,66808385,36205.5681017036,1964,Silver
France,66808385,36205.5681017036,1964,Bronze
France,66808385,36205.5681017036,1964,Bronze
France,66808385,36205.5681017036,1964,Bronze
France,66808385,36205.5681017036,1964,Bronze
France,66808385,36205.5681017036,1964,Silver
France,66808385,36205.5681017036,1964,Silver
France,66808385,36205.5681017036,1964,Silver
France,66808385,36205.5681017036,1964,Silver
France,66808385,36205.5681017036,1964,Bronze
France,66808385,36205.5681017036,1964,Bronze
France,66808385,36205.5681017036,1964,Gold
France,66808385,36205.5681017036,1964,Silver
France,66808385,36205.5681017036,1964,Silver
France,66808385,36205.5681017036,1964,Silver
France,66808385,36205.5681017036,1964,Bronze
France,66808385,36205.5681017036,1964,Bronze
France,66808385,36205.5681017036,1964,Bronze
France,66808385,36205.5681017036,1964,Bronze
France,66808385,36205.5681017036,1964,Bronze
France,66808385,36205.5681017036,1964,Bronze
France,66808385,36205.5681017036,1964,Silver
France,66808385,36205.5681017036,1964,Bronze
France,66808385,36205.5681017036,1964,Bronze
France,66808385,36205.5681017036,1964,Bronze
France,66808385,36205.5681017036,1964,Bronze
France,66808385,36205.5681017036,1964,Bronze
France,66808385,36205.5681017036,1964,Silver
France,66808385,36205.5681017036,1964,Silver
France,66808385,36205.5681017036,1964,Silver
France,66808385,36205.5681017036,1964,Silver
France,66808385,36205.5681017036,1968,Bronze
France,66808385,36205.5681017036,1968,Gold
France,66808385,36205.5681017036,1968,Bronze
France,66808385,36205.5681017036,1968,Bronze
France,66808385,36205.5681017036,1968,Bronze
France,66808385,36205.5681017036,1968,Bronze
France,66808385,36205.5681017036,1968,Gold
France,66808385,36205.5681017036,1968,Gold
France,66808385,36205.5681017036,1968,Gold
France,66808385,36205.5681017036,1968,Gold
France,66808385,36205.5681017036,1968,Bronze
France,66808385,36205.5681017036,1968,Gold
France,66808385,36205.5681017036,1968,Gold
France,66808385,36205.5681017036,1968,Silver
France,66808385,36205.5681017036,1968,Silver
France,66808385,36205.5681017036,1968,Silver
France,66808385,36205.5681017036,1968,Bronze
France,66808385,36205.5681017036,1968,Gold
France,66808385,36205.5681017036,1968,Gold
France,66808385,36205.5681017036,1968,Gold
France,66808385,36205.5681017036,1968,Gold
France,66808385,36205.5681017036,1968,Gold
France,66808385,36205.5681017036,1968,Bronze
France,66808385,36205.5681017036,1968,Bronze
France,66808385,36205.5681017036,1968,Bronze
France,66808385,36205.5681017036,1968,Silver
France,66808385,36205.5681017036,1968,Silver
France,66808385,36205.5681017036,1972,Silver
France,66808385,36205.5681017036,1972,Bronze
France,66808385,36205.5681017036,1972,Bronze
France,66808385,36205.5681017036,1972,Bronze
France,66808385,36205.5681017036,1972,Bronze
France,66808385,36205.5681017036,1972,Bronze
France,66808385,36205.5681017036,1972,Bronze
France,66808385,36205.5681017036,1972,Gold
France,66808385,36205.5681017036,1972,Silver
France,66808385,36205.5681017036,1972,Bronze
France,66808385,36205.5681017036,1972,Bronze
France,66808385,36205.5681017036,1972,Bronze
France,66808385,36205.5681017036,1972,Bronze
France,66808385,36205.5681017036,1972,Bronze
France,66808385,36205.5681017036,1972,Bronze
France,66808385,36205.5681017036,1972,Bronze
France,66808385,36205.5681017036,1972,Bronze
France,66808385,36205.5681017036,1972,Bronze
France,66808385,36205.5681017036,1972,Silver
France,66808385,36205.5681017036,1972,Silver
France,66808385,36205.5681017036,1972,Gold
France,66808385,36205.5681017036,1972,Silver
France,66808385,36205.5681017036,1976,Gold
France,66808385,36205.5681017036,1976,Silver
France,66808385,36205.5681017036,1976,Gold
France,66808385,36205.5681017036,1976,Gold
France,66808385,36205.5681017036,1976,Gold
France,66808385,36205.5681017036,1976,Gold
France,66808385,36205.5681017036,1976,Bronze
France,66808385,36205.5681017036,1976,Bronze
France,66808385,36205.5681017036,1976,Bronze
France,66808385,36205.5681017036,1976,Bronze
France,66808385,36205.5681017036,1976,Bronze
France,66808385,36205.5681017036,1976,Bronze
France,66808385,36205.5681017036,1976,Silver
France,66808385,36205.5681017036,1976,Silver
France,66808385,36205.5681017036,1976,Silver
France,66808385,36205.5681017036,1976,Silver
France,66808385,36205.5681017036,1976,Silver
France,66808385,36205.5681017036,1976,Bronze
France,66808385,36205.5681017036,1976,Bronze
France,66808385,36205.5681017036,1976,Silver
France,66808385,36205.5681017036,1980,Bronze
France,66808385,36205.5681017036,1980,Bronze
France,66808385,36205.5681017036,1980,Bronze
France,66808385,36205.5681017036,1980,Bronze
France,66808385,36205.5681017036,1980,Silver
France,66808385,36205.5681017036,1980,Silver
France,66808385,36205.5681017036,1980,Silver
France,66808385,36205.5681017036,1980,Bronze
France,66808385,36205.5681017036,1980,Gold
France,66808385,36205.5681017036,1980,Gold
France,66808385,36205.5681017036,1980,Gold
France,66808385,36205.5681017036,1980,Gold
France,66808385,36205.5681017036,1980,Gold
France,66808385,36205.5681017036,1980,Silver
France,66808385,36205.5681017036,1980,Gold
France,66808385,36205.5681017036,1980,Gold
France,66808385,36205.5681017036,1980,Gold
France,66808385,36205.5681017036,1980,Gold
France,66808385,36205.5681017036,1980,Gold
France,66808385,36205.5681017036,1980,Gold
France,66808385,36205.5681017036,1980,Gold
France,66808385,36205.5681017036,1980,Gold
France,66808385,36205.5681017036,1980,Gold
France,66808385,36205.5681017036,1980,Gold
France,66808385,36205.5681017036,1980,Gold
France,66808385,36205.5681017036,1980,Gold
France,66808385,36205.5681017036,1980,Gold
France,66808385,36205.5681017036,1980,Bronze
France,66808385,36205.5681017036,1980,Silver
France,66808385,36205.5681017036,1984,Bronze
France,66808385,36205.5681017036,1984,Silver
France,66808385,36205.5681017036,1984,Bronze
France,66808385,36205.5681017036,1984,Silver
France,66808385,36205.5681017036,1984,Bronze
France,66808385,36205.5681017036,1984,Gold
France,66808385,36205.5681017036,1984,Bronze
France,66808385,36205.5681017036,1984,Bronze
France,66808385,36205.5681017036,1984,Bronze
France,66808385,36205.5681017036,1984,Bronze
France,66808385,36205.5681017036,1984,Silver
France,66808385,36205.5681017036,1984,Silver
France,66808385,36205.5681017036,1984,Bronze
France,66808385,36205.5681017036,1984,Bronze
France,66808385,36205.5681017036,1984,Bronze
France,66808385,36205.5681017036,1984,Bronze
France,66808385,36205.5681017036,1984,Bronze
France,66808385,36205.5681017036,1984,Bronze
France,66808385,36205.5681017036,1984,Gold
France,66808385,36205.5681017036,1984,Silver
France,66808385,36205.5681017036,1984,Silver
France,66808385,36205.5681017036,1984,Silver
France,66808385,36205.5681017036,1984,Silver
France,66808385,36205.5681017036,1984,Silver
France,66808385,36205.5681017036,1984,Bronze
France,66808385,36205.5681017036,1984,Bronze
France,66808385,36205.5681017036,1984,Bronze
France,66808385,36205.5681017036,1984,Bronze
France,66808385,36205.5681017036,1984,Bronze
France,66808385,36205.5681017036,1984,Bronze
France,66808385,36205.5681017036,1984,Bronze
France,66808385,36205.5681017036,1984,Bronze
France,66808385,36205.5681017036,1984,Bronze
France,66808385,36205.5681017036,1984,Bronze
France,66808385,36205.5681017036,1984,Gold
France,66808385,36205.5681017036,1984,Silver
France,66808385,36205.5681017036,1984,Silver
France,66808385,36205.5681017036,1984,Silver
France,66808385,36205.5681017036,1984,Silver
France,66808385,36205.5681017036,1984,Silver
France,66808385,36205.5681017036,1984,Gold
France,66808385,36205.5681017036,1984,Gold
France,66808385,36205.5681017036,1984,Gold
France,66808385,36205.5681017036,1984,Gold
France,66808385,36205.5681017036,1984,Gold
France,66808385,36205.5681017036,1984,Gold
France,66808385,36205.5681017036,1984,Gold
France,66808385,36205.5681017036,1984,Gold
France,66808385,36205.5681017036,1984,Gold
France,66808385,36205.5681017036,1984,Gold
France,66808385,36205.5681017036,1984,Gold
France,66808385,36205.5681017036,1984,Gold
France,66808385,36205.5681017036,1984,Gold
France,66808385,36205.5681017036,1984,Gold
France,66808385,36205.5681017036,1984,Gold
France,66808385,36205.5681017036,1984,Gold
France,66808385,36205.5681017036,1984,Gold
France,66808385,36205.5681017036,1984,Bronze
France,66808385,36205.5681017036,1984,Silver
France,66808385,36205.5681017036,1984,Bronze
France,66808385,36205.5681017036,1984,Bronze
France,66808385,36205.5681017036,1984,Bronze
France,66808385,36205.5681017036,1984,Bronze
France,66808385,36205.5681017036,1984,Bronze
France,66808385,36205.5681017036,1984,Bronze
France,66808385,36205.5681017036,1984,Bronze
France,66808385,36205.5681017036,1984,Gold
France,66808385,36205.5681017036,1984,Silver
France,66808385,36205.5681017036,1988,Bronze
France,66808385,36205.5681017036,1988,Bronze
France,66808385,36205.5681017036,1988,Bronze
France,66808385,36205.5681017036,1988,Bronze
France,66808385,36205.5681017036,1988,Bronze
France,66808385,36205.5681017036,1988,Bronze
France,66808385,36205.5681017036,1988,Silver
France,66808385,36205.5681017036,1988,Bronze
France,66808385,36205.5681017036,1988,Bronze
France,66808385,36205.5681017036,1988,Silver
France,66808385,36205.5681017036,1988,Gold
France,66808385,36205.5681017036,1988,Bronze
France,66808385,36205.5681017036,1988,Bronze
France,66808385,36205.5681017036,1988,Bronze
France,66808385,36205.5681017036,1988,Bronze
France,66808385,36205.5681017036,1988,Silver
France,66808385,36205.5681017036,1988,Gold
France,66808385,36205.5681017036,1988,Gold
France,66808385,36205.5681017036,1988,Gold
France,66808385,36205.5681017036,1988,Gold
France,66808385,36205.5681017036,1988,Gold
France,66808385,36205.5681017036,1988,Gold
France,66808385,36205.5681017036,1988,Bronze
France,66808385,36205.5681017036,1988,Gold
France,66808385,36205.5681017036,1988,Gold
France,66808385,36205.5681017036,1988,Gold
France,66808385,36205.5681017036,1988,Gold
France,66808385,36205.5681017036,1988,Gold
France,66808385,36205.5681017036,1988,Silver
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Gold
France,66808385,36205.5681017036,1992,Gold
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Silver
France,66808385,36205.5681017036,1992,Silver
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Gold
France,66808385,36205.5681017036,1992,Gold
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Gold
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Gold
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Bronze
France,66808385,36205.5681017036,1992,Silver
France,66808385,36205.5681017036,1992,Gold
France,66808385,36205.5681017036,1992,Gold
France,66808385,36205.5681017036,1992,Gold
France,66808385,36205.5681017036,1992,Silver
France,66808385,36205.5681017036,1992,Silver
France,66808385,36205.5681017036,1996,Bronze
France,66808385,36205.5681017036,1996,Gold
France,66808385,36205.5681017036,1996,Gold
France,66808385,36205.5681017036,1996,Gold
France,66808385,36205.5681017036,1996,Bronze
France,66808385,36205.5681017036,1996,Gold
France,66808385,36205.5681017036,1996,Gold
France,66808385,36205.5681017036,1996,Bronze
France,66808385,36205.5681017036,1996,Gold
France,66808385,36205.5681017036,1996,Silver
France,66808385,36205.5681017036,1996,Gold
France,66808385,36205.5681017036,1996,Silver
France,66808385,36205.5681017036,1996,Silver
France,66808385,36205.5681017036,1996,Gold
France,66808385,36205.5681017036,1996,Gold
France,66808385,36205.5681017036,1996,Gold
France,66808385,36205.5681017036,1996,Gold
France,66808385,36205.5681017036,1996,Gold
France,66808385,36205.5681017036,1996,Gold
France,66808385,36205.5681017036,1996,Bronze
France,66808385,36205.5681017036,1996,Bronze
France,66808385,36205.5681017036,1996,Gold
France,66808385,36205.5681017036,1996,Silver
France,66808385,36205.5681017036,1996,Bronze
France,66808385,36205.5681017036,1996,Bronze
France,66808385,36205.5681017036,1996,Bronze
France,66808385,36205.5681017036,1996,Gold
France,66808385,36205.5681017036,1996,Gold
France,66808385,36205.5681017036,1996,Gold
France,66808385,36205.5681017036,1996,Bronze
France,66808385,36205.5681017036,1996,Silver
France,66808385,36205.5681017036,1996,Bronze
France,66808385,36205.5681017036,1996,Gold
France,66808385,36205.5681017036,1996,Bronze
France,66808385,36205.5681017036,1996,Gold
France,66808385,36205.5681017036,1996,Bronze
France,66808385,36205.5681017036,1996,Gold
France,66808385,36205.5681017036,1996,Bronze
France,66808385,36205.5681017036,1996,Bronze
France,66808385,36205.5681017036,1996,Bronze
France,66808385,36205.5681017036,1996,Bronze
France,66808385,36205.5681017036,1996,Bronze
France,66808385,36205.5681017036,1996,Silver
France,66808385,36205.5681017036,1996,Silver
France,66808385,36205.5681017036,1996,Silver
France,66808385,36205.5681017036,1996,Silver
France,66808385,36205.5681017036,1996,Bronze
France,66808385,36205.5681017036,1996,Bronze
