Country,Population,GDP_per_Capita,Year,Medal
Indonesia,257563815,3346.48703949478,2012,Silver
Indonesia,257563815,3346.48703949478,2012,Bronze
Indonesia,257563815,3346.48703949478,2012,Silver
Iran,79109272,,1948,Bronze
Iran,79109272,,1952,Bronze
Iran,79109272,,1952,Silver
Iran,79109272,,1952,Bronze
Iran,79109272,,1952,Silver
Iran,79109272,,1952,Bronze
Iran,79109272,,1952,Bronze
Iran,79109272,,1952,Silver
Iran,79109272,,1956,Bronze
Iran,79109272,,1956,Silver
Iran,79109272,,1956,Silver
Iran,79109272,,1956,Gold
Iran,79109272,,1956,Gold
Iran,79109272,,1960,Bronze
Iran,79109272,,1960,Bronze
Iran,79109272,,1960,Silver
Iran,79109272,,1960,Bronze
Iran,79109272,,1964,Bronze
Iran,79109272,,1964,Bronze
Iran,79109272,,1968,Gold
Iran,79109272,,1968,Silver
Iran,79109272,,1968,Bronze
Iran,79109272,,1968,Bronze
Iran,79109272,,1968,Gold
Iran,79109272,,1972,Silver
Iran,79109272,,1972,Bronze
Iran,79109272,,1972,Silver
Iran,79109272,,1976,Bronze
Iran,79109272,,1976,Silver
Iran,79109272,,1988,Silver
Iran,79109272,,1992,Silver
Iran,79109272,,1992,Bronze
Iran,79109272,,1992,Bronze
Iran,79109272,,1996,Bronze
Iran,79109272,,1996,Gold
Iran,79109272,,1996,Silver
Iran,79109272,,2000,Bronze
Iran,79109272,,2000,Gold
Iran,79109272,,2000,Gold
Iran,79109272,,2000,Gold
Iran,79109272,,2004,Gold
Iran,79109272,,2004,Bronze
Iran,79109272,,2004,Gold
Iran,79109272,,2004,Silver
Iran,79109272,,2004,Bronze
Iran,79109272,,2004,Silver
Iran,79109272,,2008,Gold
Iran,79109272,,2008,Bronze
Iran,79109272,,2012,Silver
Iran,79109272,,2012,Silver
Iran,79109272,,2012,Gold
Iran,79109272,,2012,Silver
Iran,79109272,,2012,Silver
Iran,79109272,,2012,Silver
Iran,79109272,,2012,Gold
Iran,79109272,,2012,Bronze
Iran,79109272,,2012,Silver
Iran,79109272,,2012,Bronze
Iran,79109272,,2012,Gold
Iran,79109272,,2012,Gold
Iran,79109272,,2012,Gold
Iraq,36423395,4943.76038832056,1960,Bronze
Ireland,4640703,61133.672427322,1928,Gold
Ireland,4640703,61133.672427322,1932,Gold
Ireland,4640703,61133.672427322,1932,Gold
Ireland,4640703,61133.672427322,1952,Silver
Ireland,4640703,61133.672427322,1956,Gold
Ireland,4640703,61133.672427322,1956,Bronze
Ireland,4640703,61133.672427322,1956,Bronze
Ireland,4640703,61133.672427322,1956,Bronze
Ireland,4640703,61133.672427322,1956,Silver
Ireland,4640703,61133.672427322,1964,Bronze
Ireland,4640703,61133.672427322,1980,Bronze
Ireland,4640703,61133.672427322,1980,Silver
Ireland,4640703,61133.672427322,1980,Silver
Ireland,4640703,61133.672427322,1984,Silver
Ireland,4640703,61133.672427322,1992,Silver
Ireland,4640703,61133.672427322,1992,Gold
Ireland,4640703,61133.672427322,1996,Bronze
Ireland,4640703,61133.672427322,1996,Gold
Ireland,4640703,61133.672427322,1996,Gold
Ireland,4640703,61133.672427322,1996,Gold
Ireland,4640703,61133.672427322,2000,Silver
Ireland,4640703,61133.672427322,2008,Bronze
Ireland,4640703,61133.672427322,2008,Bronze
Ireland,4640703,61133.672427322,2008,Silver
Ireland,4640703,61133.672427322,2012,Bronze
Ireland,4640703,61133.672427322,2012,Bronze
Ireland,4640703,61133.672427322,2012,Bronze
Ireland,4640703,61133.672427322,2012,Silver
Ireland,4640703,61133.672427322,2012,Gold
Ireland,4640703,61133.672427322,2012,Bronze
Israel,8380400,35728.0934951515,1992,Silver
Israel,8380400,35728.0934951515,1992,Bronze
Israel,8380400,35728.0934951515,1996,Bronze
Israel,8380400,35728.0934951515,2000,Bronze
Israel,8380400,35728.0934951515,2004,Bronze
Israel,8380400,35728.0934951515,2004,Gold
Israel,8380400,35728.0934951515,2008,Bronze
Italy,60802085,29957.8043154372,1900,Gold
Italy,60802085,29957.8043154372,1900,Silver
Italy,60802085,29957.8043154372,1900,Gold
Italy,60802085,29957.8043154372,1900,Silver
Italy,60802085,29957.8043154372,1908,Silver
Italy,60802085,29957.8043154372,1908,Silver
Italy,60802085,29957.8043154372,1908,Silver
Italy,60802085,29957.8043154372,1908,Silver
Italy,60802085,29957.8043154372,1908,Silver
Italy,60802085,29957.8043154372,1908,Gold
Italy,60802085,29957.8043154372,1908,Gold
Italy,60802085,29957.8043154372,1912,Bronze
Italy,60802085,29957.8043154372,1912,Gold
Italy,60802085,29957.8043154372,1912,Silver
Italy,60802085,29957.8043154372,1912,Bronze
Italy,60802085,29957.8043154372,1912,Gold
Italy,60802085,29957.8043154372,1912,Gold
Italy,60802085,29957.8043154372,1912,Gold
Italy,60802085,29957.8043154372,1912,Gold
Italy,60802085,29957.8043154372,1912,Gold
Italy,60802085,29957.8043154372,1912,Gold
Italy,60802085,29957.8043154372,1912,Gold
Italy,60802085,29957.8043154372,1912,Gold
Italy,60802085,29957.8043154372,1912,Gold
Italy,60802085,29957.8043154372,1912,Gold
Italy,60802085,29957.8043154372,1912,Gold
Italy,60802085,29957.8043154372,1912,Gold
Italy,60802085,29957.8043154372,1912,Gold
Italy,60802085,29957.8043154372,1912,Gold
Italy,60802085,29957.8043154372,1912,Gold
Italy,60802085,29957.8043154372,1912,Gold
Italy,60802085,29957.8043154372,1912,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Bronze
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Bronze
Italy,60802085,29957.8043154372,1920,Bronze
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Silver
Italy,60802085,29957.8043154372,1920,Silver
Italy,60802085,29957.8043154372,1920,Silver
Italy,60802085,29957.8043154372,1920,Silver
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Silver
Italy,60802085,29957.8043154372,1920,Bronze
Italy,60802085,29957.8043154372,1920,Bronze
Italy,60802085,29957.8043154372,1920,Bronze
Italy,60802085,29957.8043154372,1920,Bronze
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Silver
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Silver
Italy,60802085,29957.8043154372,1920,Silver
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Gold
Italy,60802085,29957.8043154372,1920,Silver
Italy,60802085,29957.8043154372,1924,Gold
Italy,60802085,29957.8043154372,1924,Silver
Italy,60802085,29957.8043154372,1924,Gold
Italy,60802085,29957.8043154372,1924,Gold
Italy,60802085,29957.8043154372,1924,Gold
Italy,60802085,29957.8043154372,1924,Gold
Italy,60802085,29957.8043154372,1924,Bronze
Italy,60802085,29957.8043154372,1924,Bronze
Italy,60802085,29957.8043154372,1924,Bronze
Italy,60802085,29957.8043154372,1924,Bronze
Italy,60802085,29957.8043154372,1924,Silver
Italy,60802085,29957.8043154372,1924,Bronze
Italy,60802085,29957.8043154372,1924,Bronze
Italy,60802085,29957.8043154372,1924,Bronze
Italy,60802085,29957.8043154372,1924,Bronze
Italy,60802085,29957.8043154372,1924,Bronze
Italy,60802085,29957.8043154372,1924,Bronze
Italy,60802085,29957.8043154372,1924,Gold
Italy,60802085,29957.8043154372,1924,Gold
Italy,60802085,29957.8043154372,1924,Gold
Italy,60802085,29957.8043154372,1924,Gold
Italy,60802085,29957.8043154372,1924,Gold
Italy,60802085,29957.8043154372,1924,Gold
Italy,60802085,29957.8043154372,1924,Gold
Italy,60802085,29957.8043154372,1924,Gold
Italy,60802085,29957.8043154372,1924,Bronze
Italy,60802085,29957.8043154372,1924,Gold
Italy,60802085,29957.8043154372,1924,Gold
Italy,60802085,29957.8043154372,1924,Gold
Italy,60802085,29957.8043154372,1924,Gold
Italy,60802085,29957.8043154372,1924,Gold
Italy,60802085,29957.8043154372,1924,Gold
Italy,60802085,29957.8043154372,1924,Gold
Italy,60802085,29957.8043154372,1924,Gold
Italy,60802085,29957.8043154372,1924,Gold
Italy,60802085,29957.8043154372,1924,Bronze
Italy,60802085,29957.8043154372,1924,Bronze
Italy,60802085,29957.8043154372,1924,Bronze
Italy,60802085,29957.8043154372,1924,Bronze
Italy,60802085,29957.8043154372,1924,Bronze
Italy,60802085,29957.8043154372,1924,Bronze
Italy,60802085,29957.8043154372,1924,Bronze
Italy,60802085,29957.8043154372,1924,Bronze
Italy,60802085,29957.8043154372,1924,Bronze
Italy,60802085,29957.8043154372,1924,Silver
Italy,60802085,29957.8043154372,1924,Silver
Italy,60802085,29957.8043154372,1924,Silver
Italy,60802085,29957.8043154372,1924,Bronze
Italy,60802085,29957.8043154372,1924,Gold
Italy,60802085,29957.8043154372,1924,Gold
Italy,60802085,29957.8043154372,1924,Gold
Italy,60802085,29957.8043154372,1928,Bronze
Italy,60802085,29957.8043154372,1928,Gold
Italy,60802085,29957.8043154372,1928,Gold
Italy,60802085,29957.8043154372,1928,Gold
Italy,60802085,29957.8043154372,1928,Gold
Italy,60802085,29957.8043154372,1928,Gold
Italy,60802085,29957.8043154372,1928,Gold
Italy,60802085,29957.8043154372,1928,Gold
Italy,60802085,29957.8043154372,1928,Bronze
Italy,60802085,29957.8043154372,1928,Gold
Italy,60802085,29957.8043154372,1928,Gold
Italy,60802085,29957.8043154372,1928,Gold
Italy,60802085,29957.8043154372,1928,Gold
Italy,60802085,29957.8043154372,1928,Gold
Italy,60802085,29957.8043154372,1928,Gold
Italy,60802085,29957.8043154372,1928,Bronze
Italy,60802085,29957.8043154372,1928,Silver
Italy,60802085,29957.8043154372,1928,Silver
Italy,60802085,29957.8043154372,1928,Silver
Italy,60802085,29957.8043154372,1928,Silver
Italy,60802085,29957.8043154372,1928,Silver
Italy,60802085,29957.8043154372,1928,Silver
Italy,60802085,29957.8043154372,1928,Bronze
Italy,60802085,29957.8043154372,1928,Bronze
Italy,60802085,29957.8043154372,1928,Bronze
Italy,60802085,29957.8043154372,1928,Bronze
Italy,60802085,29957.8043154372,1928,Bronze
Italy,60802085,29957.8043154372,1928,Bronze
Italy,60802085,29957.8043154372,1928,Bronze
Italy,60802085,29957.8043154372,1928,Bronze
Italy,60802085,29957.8043154372,1928,Bronze
Italy,60802085,29957.8043154372,1928,Bronze
Italy,60802085,29957.8043154372,1928,Bronze
Italy,60802085,29957.8043154372,1928,Bronze
Italy,60802085,29957.8043154372,1928,Bronze
Italy,60802085,29957.8043154372,1928,Bronze
Italy,60802085,29957.8043154372,1928,Bronze
Italy,60802085,29957.8043154372,1928,Bronze
Italy,60802085,29957.8043154372,1928,Bronze
Italy,60802085,29957.8043154372,1928,Bronze
Italy,60802085,29957.8043154372,1928,Bronze
Italy,60802085,29957.8043154372,1928,Bronze
Italy,60802085,29957.8043154372,1928,Bronze
Italy,60802085,29957.8043154372,1928,Bronze
Italy,60802085,29957.8043154372,1928,Silver
Italy,60802085,29957.8043154372,1928,Silver
Italy,60802085,29957.8043154372,1928,Silver
Italy,60802085,29957.8043154372,1928,Silver
Italy,60802085,29957.8043154372,1928,Silver
Italy,60802085,29957.8043154372,1928,Silver
Italy,60802085,29957.8043154372,1928,Silver
Italy,60802085,29957.8043154372,1928,Silver
Italy,60802085,29957.8043154372,1928,Silver
Italy,60802085,29957.8043154372,1928,Silver
Italy,60802085,29957.8043154372,1928,Silver
Italy,60802085,29957.8043154372,1928,Silver
Italy,60802085,29957.8043154372,1928,Silver
Italy,60802085,29957.8043154372,1928,Bronze
Italy,60802085,29957.8043154372,1928,Bronze
Italy,60802085,29957.8043154372,1928,Bronze
Italy,60802085,29957.8043154372,1928,Bronze
Italy,60802085,29957.8043154372,1928,Gold
Italy,60802085,29957.8043154372,1928,Gold
Italy,60802085,29957.8043154372,1928,Gold
Italy,60802085,29957.8043154372,1928,Gold
Italy,60802085,29957.8043154372,1928,Gold
Italy,60802085,29957.8043154372,1928,Silver
Italy,60802085,29957.8043154372,1928,Silver
Italy,60802085,29957.8043154372,1928,Bronze
Italy,60802085,29957.8043154372,1928,Bronze
Italy,60802085,29957.8043154372,1932,Gold
Italy,60802085,29957.8043154372,1932,Bronze
Italy,60802085,29957.8043154372,1932,Bronze
Italy,60802085,29957.8043154372,1932,Bronze
Italy,60802085,29957.8043154372,1932,Bronze
Italy,60802085,29957.8043154372,1932,Bronze
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Gold
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Gold
Italy,60802085,29957.8043154372,1932,Gold
Italy,60802085,29957.8043154372,1932,Gold
Italy,60802085,29957.8043154372,1932,Bronze
Italy,60802085,29957.8043154372,1932,Gold
Italy,60802085,29957.8043154372,1932,Gold
Italy,60802085,29957.8043154372,1932,Gold
Italy,60802085,29957.8043154372,1932,Gold
Italy,60802085,29957.8043154372,1932,Bronze
Italy,60802085,29957.8043154372,1932,Gold
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Bronze
Italy,60802085,29957.8043154372,1932,Gold
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Bronze
Italy,60802085,29957.8043154372,1932,Gold
Italy,60802085,29957.8043154372,1932,Gold
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Bronze
Italy,60802085,29957.8043154372,1932,Gold
Italy,60802085,29957.8043154372,1932,Gold
Italy,60802085,29957.8043154372,1932,Gold
Italy,60802085,29957.8043154372,1932,Gold
Italy,60802085,29957.8043154372,1932,Gold
Italy,60802085,29957.8043154372,1932,Gold
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Bronze
Italy,60802085,29957.8043154372,1932,Bronze
Italy,60802085,29957.8043154372,1932,Bronze
Italy,60802085,29957.8043154372,1932,Bronze
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Bronze
Italy,60802085,29957.8043154372,1932,Gold
Italy,60802085,29957.8043154372,1932,Bronze
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Silver
Italy,60802085,29957.8043154372,1932,Gold
Italy,60802085,29957.8043154372,1932,Bronze
Italy,60802085,29957.8043154372,1932,Bronze
Italy,60802085,29957.8043154372,1936,Bronze
Italy,60802085,29957.8043154372,1936,Silver
Italy,60802085,29957.8043154372,1936,Silver
Italy,60802085,29957.8043154372,1936,Silver
Italy,60802085,29957.8043154372,1936,Silver
Italy,60802085,29957.8043154372,1936,Silver
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Bronze
Italy,60802085,29957.8043154372,1936,Silver
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Silver
Italy,60802085,29957.8043154372,1936,Silver
Italy,60802085,29957.8043154372,1936,Silver
Italy,60802085,29957.8043154372,1936,Silver
Italy,60802085,29957.8043154372,1936,Bronze
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Silver
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Bronze
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Silver
Italy,60802085,29957.8043154372,1936,Silver
Italy,60802085,29957.8043154372,1936,Silver
Italy,60802085,29957.8043154372,1936,Silver
Italy,60802085,29957.8043154372,1936,Silver
Italy,60802085,29957.8043154372,1936,Silver
Italy,60802085,29957.8043154372,1936,Silver
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Bronze
Italy,60802085,29957.8043154372,1936,Silver
Italy,60802085,29957.8043154372,1936,Silver
Italy,60802085,29957.8043154372,1936,Silver
Italy,60802085,29957.8043154372,1936,Silver
Italy,60802085,29957.8043154372,1936,Silver
Italy,60802085,29957.8043154372,1936,Silver
Italy,60802085,29957.8043154372,1936,Silver
Italy,60802085,29957.8043154372,1936,Silver
Italy,60802085,29957.8043154372,1936,Silver
Italy,60802085,29957.8043154372,1936,Silver
Italy,60802085,29957.8043154372,1936,Silver
Italy,60802085,29957.8043154372,1936,Silver
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1936,Gold
Italy,60802085,29957.8043154372,1948,Gold
Italy,60802085,29957.8043154372,1948,Gold
Italy,60802085,29957.8043154372,1948,Gold
Italy,60802085,29957.8043154372,1948,Gold
Italy,60802085,29957.8043154372,1948,Gold
Italy,60802085,29957.8043154372,1948,Gold
Italy,60802085,29957.8043154372,1948,Gold
Italy,60802085,29957.8043154372,1948,Gold
Italy,60802085,29957.8043154372,1948,Gold
Italy,60802085,29957.8043154372,1948,Bronze
Italy,60802085,29957.8043154372,1948,Bronze
Italy,60802085,29957.8043154372,1948,Bronze
Italy,60802085,29957.8043154372,1948,Bronze
Italy,60802085,29957.8043154372,1948,Gold
Italy,60802085,29957.8043154372,1948,Silver
Italy,60802085,29957.8043154372,1948,Silver
Italy,60802085,29957.8043154372,1948,Silver
Italy,60802085,29957.8043154372,1948,Silver
Italy,60802085,29957.8043154372,1948,Silver
Italy,60802085,29957.8043154372,1948,Gold
Italy,60802085,29957.8043154372,1948,Bronze
Italy,60802085,29957.8043154372,1948,Bronze
Italy,60802085,29957.8043154372,1948,Gold
Italy,60802085,29957.8043154372,1948,Gold
Italy,60802085,29957.8043154372,1948,Gold
Italy,60802085,29957.8043154372,1948,Silver
Italy,60802085,29957.8043154372,1948,Silver
Italy,60802085,29957.8043154372,1948,Silver
Italy,60802085,29957.8043154372,1948,Silver
Italy,60802085,29957.8043154372,1948,Bronze
Italy,60802085,29957.8043154372,1948,Gold
Italy,60802085,29957.8043154372,1948,Silver
Italy,60802085,29957.8043154372,1948,Silver
Italy,60802085,29957.8043154372,1948,Silver
Italy,60802085,29957.8043154372,1948,Silver
Italy,60802085,29957.8043154372,1948,Silver
Italy,60802085,29957.8043154372,1948,Silver
Italy,60802085,29957.8043154372,1948,Silver
Italy,60802085,29957.8043154372,1948,Silver
Italy,60802085,29957.8043154372,1948,Silver
Italy,60802085,29957.8043154372,1948,Silver
Italy,60802085,29957.8043154372,1948,Silver
Italy,60802085,29957.8043154372,1948,Silver
Italy,60802085,29957.8043154372,1948,Silver
Italy,60802085,29957.8043154372,1948,Silver
Italy,60802085,29957.8043154372,1948,Silver
Italy,60802085,29957.8043154372,1948,Silver
Italy,60802085,29957.8043154372,1948,Silver
Italy,60802085,29957.8043154372,1948,Silver
Italy,60802085,29957.8043154372,1948,Silver
Italy,60802085,29957.8043154372,1948,Bronze
Italy,60802085,29957.8043154372,1948,Bronze
Italy,60802085,29957.8043154372,1948,Gold
Italy,60802085,29957.8043154372,1948,Gold
Italy,60802085,29957.8043154372,1948,Gold
Italy,60802085,29957.8043154372,1948,Gold
Italy,60802085,29957.8043154372,1948,Silver
Italy,60802085,29957.8043154372,1948,Silver
Italy,60802085,29957.8043154372,1948,Silver
Italy,60802085,29957.8043154372,1948,Bronze
Italy,60802085,29957.8043154372,1948,Gold
Italy,60802085,29957.8043154372,1948,Bronze
Italy,60802085,29957.8043154372,1948,Bronze
Italy,60802085,29957.8043154372,1952,Bronze
Italy,60802085,29957.8043154372,1952,Bronze
Italy,60802085,29957.8043154372,1952,Bronze
Italy,60802085,29957.8043154372,1952,Bronze
Italy,60802085,29957.8043154372,1952,Bronze
Italy,60802085,29957.8043154372,1952,Bronze
Italy,60802085,29957.8043154372,1952,Bronze
Italy,60802085,29957.8043154372,1952,Bronze
Italy,60802085,29957.8043154372,1952,Bronze
Italy,60802085,29957.8043154372,1952,Bronze
Italy,60802085,29957.8043154372,1952,Bronze
Italy,60802085,29957.8043154372,1952,Gold
Italy,60802085,29957.8043154372,1952,Silver
Italy,60802085,29957.8043154372,1952,Silver
Italy,60802085,29957.8043154372,1952,Gold
Italy,60802085,29957.8043154372,1952,Bronze
Italy,60802085,29957.8043154372,1952,Silver
Italy,60802085,29957.8043154372,1952,Silver
Italy,60802085,29957.8043154372,1952,Silver
Italy,60802085,29957.8043154372,1952,Silver
Italy,60802085,29957.8043154372,1952,Bronze
Italy,60802085,29957.8043154372,1952,Bronze
Italy,60802085,29957.8043154372,1952,Gold
Italy,60802085,29957.8043154372,1952,Gold
Italy,60802085,29957.8043154372,1952,Gold
Italy,60802085,29957.8043154372,1952,Gold
Italy,60802085,29957.8043154372,1952,Gold
Italy,60802085,29957.8043154372,1952,Gold
Italy,60802085,29957.8043154372,1952,Silver
Italy,60802085,29957.8043154372,1952,Gold
Italy,60802085,29957.8043154372,1952,Gold
Italy,60802085,29957.8043154372,1952,Gold
Italy,60802085,29957.8043154372,1952,Gold
Italy,60802085,29957.8043154372,1952,Gold
Italy,60802085,29957.8043154372,1952,Gold
Italy,60802085,29957.8043154372,1952,Bronze
Italy,60802085,29957.8043154372,1952,Silver
Italy,60802085,29957.8043154372,1952,Gold
Italy,60802085,29957.8043154372,1952,Silver
Italy,60802085,29957.8043154372,1952,Silver
Italy,60802085,29957.8043154372,1952,Silver
Italy,60802085,29957.8043154372,1952,Silver
Italy,60802085,29957.8043154372,1952,Silver
Italy,60802085,29957.8043154372,1952,Silver
Italy,60802085,29957.8043154372,1952,Silver
Italy,60802085,29957.8043154372,1952,Silver
Italy,60802085,29957.8043154372,1952,Silver
Italy,60802085,29957.8043154372,1952,Silver
Italy,60802085,29957.8043154372,1952,Silver
Italy,60802085,29957.8043154372,1952,Silver
Italy,60802085,29957.8043154372,1952,Gold
Italy,60802085,29957.8043154372,1952,Gold
Italy,60802085,29957.8043154372,1952,Silver
Italy,60802085,29957.8043154372,1956,Bronze
Italy,60802085,29957.8043154372,1956,Silver
Italy,60802085,29957.8043154372,1956,Gold
Italy,60802085,29957.8043154372,1956,Gold
Italy,60802085,29957.8043154372,1956,Bronze
Italy,60802085,29957.8043154372,1956,Bronze
Italy,60802085,29957.8043154372,1956,Silver
Italy,60802085,29957.8043154372,1956,Gold
Italy,60802085,29957.8043154372,1956,Gold
Italy,60802085,29957.8043154372,1956,Gold
Italy,60802085,29957.8043154372,1956,Gold
Italy,60802085,29957.8043154372,1956,Bronze
Italy,60802085,29957.8043154372,1956,Silver
Italy,60802085,29957.8043154372,1956,Silver
Italy,60802085,29957.8043154372,1956,Silver
Italy,60802085,29957.8043154372,1956,Silver
