Country,Code,Population,GDP_per_Capita,Year,City,Sport,Discipline,Athlete,Gender,Event,Medal
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Aquatics,Swimming,"KIELGASS, Kerstin",Women,4X100M Freestyle Relay,Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Aquatics,Swimming,"OSYGUS, Simone",Women,4X100M Freestyle Relay,Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Aquatics,Swimming,"STELLMACH, Manuela",Women,4X100M Freestyle Relay,Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Aquatics,Swimming,"VAN ALMSICK, Franziska",Women,4X100M Freestyle Relay,Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Aquatics,Swimming,"BRENDEL, Daniela",Women,4X100M Medley Relay,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Aquatics,Swimming,"DÖRRIS, Jana",Women,4X100M Medley Relay,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Aquatics,Swimming,"HASE, Dagmar",Women,4X100M Medley Relay,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Aquatics,Swimming,"HUNGER, Daniela",Women,4X100M Medley Relay,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Aquatics,Swimming,"OSYGUS, Simone",Women,4X100M Medley Relay,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Aquatics,Swimming,"USTROWSKI, Bettina",Women,4X100M Medley Relay,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Aquatics,Swimming,"VAN ALMSICK, Franziska",Women,4X100M Medley Relay,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Aquatics,Swimming,"HENKE, Jana",Women,800M Freestyle,Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Athletics,Athletics,"BAUMANN, Dieter",Men,5000M,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Athletics,Athletics,"WEIGEL, Ronald",Men,50KM Walk,Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Athletics,Athletics,"SCHULT, Jürgen",Men,Discus Throw,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Athletics,Athletics,"BRAUN, Sabine",Women,Heptathlon,Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Athletics,Athletics,"HENKEL, Heike",Women,High Jump,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Athletics,Athletics,"FORKEL, Karen",Women,Javelin Throw,Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Athletics,Athletics,"RENK, Silke",Women,Javelin Throw,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Athletics,Athletics,"DRECHSLER, Heike",Women,Long Jump,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Athletics,Athletics,"FREIGANG, Stephan Timo",Men,Marathon,Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Athletics,Athletics,"NEIMKE, Kathrin",Women,Shot Put,Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Boxing,Boxing,"QUAST, Jan",Men,- 48KG (Light-Flyweight),Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Boxing,Boxing,"TEWS, Andreas",Men,54 - 57KG (Featherweight),Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Boxing,Boxing,"RUDOLPH, Marco",Men,57 - 60KG (Lightweight),Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Boxing,Boxing,"MAY, Torsten",Men,75 - 81KG (Light-Heavyweight),Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Canoe / Kayak,Canoe / Kayak F,"HEUKRODT, Olaf",Men,C-1 500M (Canoe Single),Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Canoe / Kayak,Canoe / Kayak F,"PAPKE, Ulrich",Men,C-2 1000M (Canoe Double),Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Canoe / Kayak,Canoe / Kayak F,"SPELLY, Ingo",Men,C-2 1000M (Canoe Double),Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Canoe / Kayak,Canoe / Kayak F,"PAPKE, Ulrich",Men,C-2 500M (Canoe Double),Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Canoe / Kayak,Canoe / Kayak F,"SPELLY, Ingo",Men,C-2 500M (Canoe Double),Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Canoe / Kayak,Canoe / Kayak F,"FISCHER, Birgit",Women,K-1 500M (Kayak Single),Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Canoe / Kayak,Canoe / Kayak F,"BLUHM, Kay",Men,K-2 1000M (Kayak Double),Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Canoe / Kayak,Canoe / Kayak F,"GUTSCHE, Torsten Rene",Men,K-2 1000M (Kayak Double),Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Canoe / Kayak,Canoe / Kayak F,"BLUHM, Kay",Men,K-2 500M (Kayak Double),Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Canoe / Kayak,Canoe / Kayak F,"GUTSCHE, Torsten Rene",Men,K-2 500M (Kayak Double),Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Canoe / Kayak,Canoe / Kayak F,"PORTWICH, Ramona",Women,K-2 500M (Kayak Double),Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Canoe / Kayak,Canoe / Kayak F,"VON SECK, Anke",Women,K-2 500M (Kayak Double),Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Canoe / Kayak,Canoe / Kayak F,"KEGEL, Oliver Michael",Men,K-4 1000M (Kayak Four),Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Canoe / Kayak,Canoe / Kayak F,"REINECK, Thomas",Men,K-4 1000M (Kayak Four),Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Canoe / Kayak,Canoe / Kayak F,"VON APPEN, Mario",Men,K-4 1000M (Kayak Four),Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Canoe / Kayak,Canoe / Kayak F,"WOHLLEBE, Andre Gerhard",Men,K-4 1000M (Kayak Four),Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Canoe / Kayak,Canoe / Kayak F,"BORCHERT, Katrin",Women,K-4 500M (Kayak Four),Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Canoe / Kayak,Canoe / Kayak F,"FISCHER, Birgit",Women,K-4 500M (Kayak Four),Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Canoe / Kayak,Canoe / Kayak F,"PORTWICH, Ramona",Women,K-4 500M (Kayak Four),Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Canoe / Kayak,Canoe / Kayak F,"VON SECK, Anke",Women,K-4 500M (Kayak Four),Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Canoe / Kayak,Canoe / Kayak S,"LETTMANN, Jochen",Men,K-1 (Kayak Single),Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Canoe / Kayak,Canoe / Kayak S,"MICHELER-JONES, Elisabeth",Women,K-1 (Kayak Single),Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Cycling,Cycling Road,"DITTERT, Bernd",Men,Team Time Trial,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Cycling,Cycling Road,"MEYER, Christian",Men,Team Time Trial,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Cycling,Cycling Road,"PESCHEL, Uwe",Men,Team Time Trial,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Cycling,Cycling Road,"RICH, Michael",Men,Team Time Trial,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Cycling,Cycling Track,"LEHMANN, Jens",Men,Individual Pursuit,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Cycling,Cycling Track,"ROSSNER, Petra",Women,Individual Pursuit,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Cycling,Cycling Track,"NEUMANN, Annett",Women,Sprint,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Cycling,Cycling Track,"FIEDLER, Jens",Men,Sprint Indivual,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Cycling,Cycling Track,"FULST, Guido",Men,Team Pursuit (4000M),Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Cycling,Cycling Track,"GLÖCKNER, Michael",Men,Team Pursuit (4000M),Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Cycling,Cycling Track,"LEHMANN, Jens",Men,Team Pursuit (4000M),Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Cycling,Cycling Track,"STEINWEG, Stefan",Men,Team Pursuit (4000M),Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Cycling,Cycling Track,"WALZER, Andreas",Men,Team Pursuit (4000M),Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Equestrian,Dressage,"BALKENHOL, Klaus",Men,Individual,Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Equestrian,Dressage,"UPHOFF-BECKER, Nicole",Women,Individual,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Equestrian,Dressage,"WERTH, Isabell",Women,Individual,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Equestrian,Dressage,"BALKENHOL, Klaus",Men,Team,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Equestrian,Dressage,"TEODORESCU, Monica",Women,Team,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Equestrian,Dressage,"UPHOFF-BECKER, Nicole",Women,Team,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Equestrian,Dressage,"WERTH, Isabell",Women,Team,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Equestrian,Eventing,"BLÖCKER, Herbert",Men,Individual,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Equestrian,Eventing,"BAUMANN, Matthias Andreas",Men,Team,Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Equestrian,Eventing,"BLÖCKER, Herbert",Men,Team,Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Equestrian,Eventing,"EHRENBRINK, Ralf",Men,Team,Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Equestrian,Eventing,"MYSEGAES, Cord Hermann",Men,Team,Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Equestrian,Jumping,"BEERBAUM, Ludger",Men,Individual,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Fencing,Fencing,"BORRMANN, Elmar",Men,Épée Team,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Fencing,Fencing,"FELISIAK, Robert",Men,Épée Team,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Fencing,Fencing,"PROSKE, Uwe Gerhard",Men,Épée Team,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Fencing,Fencing,"REZNITCHENKO, Vladimir",Men,Épée Team,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Fencing,Fencing,"SCHMITT, Arnd Rüdiger",Men,Épée Team,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Fencing,Fencing,"KOCH, Alexander",Men,Foil Team,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Fencing,Fencing,"SCHRECK, Ulrich Rainer",Men,Foil Team,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Fencing,Fencing,"WAGNER, Udo",Men,Foil Team,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Fencing,Fencing,"WEIDNER, Thorsten",Men,Foil Team,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Fencing,Fencing,"WEISSENBORN, Ingo",Men,Foil Team,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Fencing,Fencing,"BAU, Sabine Christiane",Women,Foil Team,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Fencing,Fencing,"DOBMEIER, Annette",Women,Foil Team,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Fencing,Fencing,"FICHTEL-MAURITZ, Anja",Women,Foil Team,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Fencing,Fencing,"FUNKENHAUSER, Zita-Eva",Women,Foil Team,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Fencing,Fencing,"WEBER-KOSZTO, Monika",Women,Foil Team,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Gymnastics,Artistic G.,"WECKER, Andreas",Men,Horizontal Bar,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Gymnastics,Artistic G.,"WECKER, Andreas",Men,Pommel Horse,Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Gymnastics,Artistic G.,"WECKER, Andreas",Men,Rings,Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Hockey,Hockey,"BECKER, Andreas",Men,Hockey,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Hockey,Hockey,"BLUNCK, Christian",Men,Hockey,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Hockey,Hockey,"FISCHER, Carsten",Men,Hockey,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Hockey,Hockey,"FRIED, Volker",Men,Hockey,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Hockey,Hockey,"HILGERS, Michael",Men,Hockey,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Hockey,Hockey,"KELLER, Andreas",Men,Hockey,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Hockey,Hockey,"KNAUTH, Michael",Men,Hockey,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Hockey,Hockey,"KURTZ, Oliver Michael",Men,Hockey,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Hockey,Hockey,"MAYERHÖFER, Christian",Men,Hockey,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Hockey,Hockey,"MEINHARDT, Sven",Men,Hockey,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Hockey,Hockey,"METZ, Michael",Men,Hockey,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Hockey,Hockey,"MICHLER, Klaus",Men,Hockey,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Hockey,Hockey,"REITZ, Christopher",Men,Hockey,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Hockey,Hockey,"SALIGER, Stefan",Men,Hockey,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Hockey,Hockey,"TEWES, Jan-Peter",Men,Hockey,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Hockey,Hockey,"TEWES, Stefan",Men,Hockey,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Hockey,Hockey,"BECKER, Britta",Women,Hockey,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Hockey,Hockey,"DICKENSCHEID, Tanja Roswitha",Women,Hockey,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Hockey,Hockey,"ERNSTING-KRIENKE, Nadine",Women,Hockey,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Hockey,Hockey,"FERNECK, Christina Stephanie",Women,Hockey,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Hockey,Hockey,"HAGENBÄUMER, Eva",Women,Hockey,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Hockey,Hockey,"HENTSCHEL, Franziska",Women,Hockey,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Hockey,Hockey,"JUNGJOHANN, Caren",Women,Hockey,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Hockey,Hockey,"KAUSCHKE, Katrin",Women,Hockey,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Hockey,Hockey,"KUHNT, Irina",Women,Hockey,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Hockey,Hockey,"LAETZSCH, Heike",Women,Hockey,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Hockey,Hockey,"MÜLLER, Susanne",Women,Hockey,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Hockey,Hockey,"PETERS, Kristina",Women,Hockey,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Hockey,Hockey,"THOMASCHINSKI, Simone Heike",Women,Hockey,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Hockey,Hockey,"WEISS, Bianca Margot",Women,Hockey,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Hockey,Hockey,"WILD, Anke",Women,Hockey,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Hockey,Hockey,"WOLLSCHLAGER, Susanne",Women,Hockey,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Judo,Judo,"TRAUTMANN, Richard",Men,- 60 KG,Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Judo,Judo,"QUELLMALZ, Udo",Men,60 - 65KG (Half-Lightweight),Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"FRANK, Antje",Women,Coxless Four (4-),Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"HOHN, Annette",Women,Coxless Four (4-),Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"MEHL, Gabriele",Women,Coxless Four (4-),Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"SIECH, Birte",Women,Coxless Four (4-),Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"ETTINGSHAUSEN, Colin",Men,Coxless Pair (2-),Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"HÖLTZENBEIN, Peter",Men,Coxless Pair (2-),Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"BORON, Kathrin",Women,Double Sculls (2X),Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"KÖPPEN, Kerstin",Women,Double Sculls (2X),Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"BAAR, Roland",Men,Eight With Coxswain (8+),Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"EICHHOLZ, Armin",Men,Eight With Coxswain (8+),Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"KIRCHHOFF, Detlef",Men,Eight With Coxswain (8+),Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"KLEIN, Manfred Willi",Men,Eight With Coxswain (8+),Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"RABE, Bahne",Men,Eight With Coxswain (8+),Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"RICHTER, Frank Joerg",Men,Eight With Coxswain (8+),Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"SENNEWALD, Hans",Men,Eight With Coxswain (8+),Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"STREPPELHOFF, Thorsten",Men,Eight With Coxswain (8+),Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"WESSLING, Ansgar",Men,Eight With Coxswain (8+),Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"DÖRDELMANN, Sylvia",Women,Eight With Coxswain (8+),Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"HAACKER, Kathrin",Women,Eight With Coxswain (8+),Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"HARZENDORF, Christiane",Women,Eight With Coxswain (8+),Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"NEUNAST, Daniela",Women,Eight With Coxswain (8+),Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"PETERSMANN, Cerstin",Women,Eight With Coxswain (8+),Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"PYRITZ, Dana",Women,Eight With Coxswain (8+),Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"SCHELL, Ute",Women,Eight With Coxswain (8+),Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"STRAUCH, Annegret",Women,Eight With Coxswain (8+),Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"ZEIDLER, Judith",Women,Eight With Coxswain (8+),Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"BRUDEL, Ralf",Men,Four-Oared Shell With Coxswain (4-),Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"FINGER, Karsten",Men,Four-Oared Shell With Coxswain (4-),Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"KELLNER, Uwe Jörg",Men,Four-Oared Shell With Coxswain (4-),Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"PETERS, Thoralf",Men,Four-Oared Shell With Coxswain (4-),Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"REIHER, Hendrik",Men,Four-Oared Shell With Coxswain (4-),Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"SCHWERZMANN, Ingeburg",Women,Pair Without Coxswain (2-),Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"WERREMEIER, Stefani",Women,Pair Without Coxswain (2-),Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"HAJEK, Andreas",Men,Quadruple Sculls Without Coxswain (4X),Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"STEINBACH, Michael",Men,Quadruple Sculls Without Coxswain (4X),Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"VOLKERT, Stephan",Men,Quadruple Sculls Without Coxswain (4X),Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"WILLMS, Andre",Men,Quadruple Sculls Without Coxswain (4X),Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"MÜLLER, Kerstin",Women,Quadruple Sculls Without Coxswain (4X),Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"MUNDT, Kristina",Women,Quadruple Sculls Without Coxswain (4X),Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"PETER, Birgit",Women,Quadruple Sculls Without Coxswain (4X),Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"SCHMIDT, Sybille",Women,Quadruple Sculls Without Coxswain (4X),Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Rowing,Rowing,"LANGE, Thomas",Men,Single Sculls (1X),Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Shooting,Shooting,"RIEDERER, Johann",Men,10M Air Rifle (60 Shots),Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Shooting,Shooting,"SCHUMANN, Ralf",Men,25M Rapid Fire Pistol (60 Shots),Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Shooting,Shooting,"JAKOSITS, Michael",Men,50M Running Target (30+30 Shots),Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Table Tennis,Table Tennis,"FETZNER, Steffen",Men,Doubles,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Table Tennis,Table Tennis,"ROSSKOPF, Jörg",Men,Doubles,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Tennis,Tennis,"BECKER, Boris Franz",Men,Doubles,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Tennis,Tennis,"STICH, Michael",Men,Doubles,Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Tennis,Tennis,"GRAF, Steffi",Women,Singles,Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Weightlifting,Weightlifting,"NERLINGER, Manfred",Men,"+ 110KG, Total (Super Heavyweight)",Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Weightlifting,Weightlifting,"WELLER, Ronny",Men,"100 - 110KG, Total (Heavyweight)",Gold
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Weightlifting,Weightlifting,"BEHM, Andreas",Men,"60 - 67.5KG, Total (Lightweight)",Bronze
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Wrestling,Wrestling Free.,"BALZ, Heiko",Men,90 - 100KG (Heavyweight),Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Wrestling,Wrestling Gre-R,"YILDIZ, Rifat",Men,52 - 57KG (Bantamweight),Silver
Germany,GER,81413145,41313.3139945434,1992,Barcelona,Wrestling,Wrestling Gre-R,"BULLMANN, Maik",Men,82 - 90KG (Light-Heavyweight),Gold
Germany,GER,81413145,41313.3139945434,1996,Atlanta,Aquatics,Diving,"HEMPEL, Jan",Men,10M Platform,Silver
Germany,GER,81413145,41313.3139945434,1996,Atlanta,Aquatics,Diving,"WALTER, Annika",Women,10M Platform,Silver
Germany,GER,81413145,41313.3139945434,1996,Atlanta,Aquatics,Swimming,"WARNECKE, Mark",Men,100M Breaststroke,Bronze
Germany,GER,81413145,41313.3139945434,1996,Atlanta,Aquatics,Swimming,"VOELKER, Sandra",Women,100M Freestyle,Silver
Germany,GER,81413145,41313.3139945434,1996,Atlanta,Aquatics,Swimming,"RUND, Cathleen",Women,200M Backstroke,Bronze
Germany,GER,81413145,41313.3139945434,1996,Atlanta,Aquatics,Swimming,"HASE, Dagmar",Women,200M Freestyle,Bronze
Germany,GER,81413145,41313.3139945434,1996,Atlanta,Aquatics,Swimming,"VAN ALMSICK, Franziska",Women,200M Freestyle,Silver
Germany,GER,81413145,41313.3139945434,1996,Atlanta,Aquatics,Swimming,"HASE, Dagmar",Women,400M Freestyle,Silver
Germany,GER,81413145,41313.3139945434,1996,Atlanta,Aquatics,Swimming,"LUDERITZ, Alexander",Men,4X100M Freestyle Relay,Bronze
Germany,GER,81413145,41313.3139945434,1996,Atlanta,Aquatics,Swimming,"PINGER, Mark",Men,4X100M Freestyle Relay,Bronze
Germany,GER,81413145,41313.3139945434,1996,Atlanta,Aquatics,Swimming,"TRÖGER, Christian",Men,4X100M Freestyle Relay,Bronze
Germany,GER,81413145,41313.3139945434,1996,Atlanta,Aquatics,Swimming,"ZIKARSKY, Bengt",Men,4X100M Freestyle Relay,Bronze
Germany,GER,81413145,41313.3139945434,1996,Atlanta,Aquatics,Swimming,"ZIKARSKY, Björn",Men,4X100M Freestyle Relay,Bronze
Germany,GER,81413145,41313.3139945434,1996,Atlanta,Aquatics,Swimming,"BUSCHSCHULTE, Antje",Women,4X100M Freestyle Relay,Bronze
Germany,GER,81413145,41313.3139945434,1996,Atlanta,Aquatics,Swimming,"FREITAG, Meike",Women,4X100M Freestyle Relay,Bronze
Germany,GER,81413145,41313.3139945434,1996,Atlanta,Aquatics,Swimming,"OSYGUS, Simone",Women,4X100M Freestyle Relay,Bronze
