Country,Code,Population,GDP_per_Capita,Year,City,Sport,Discipline,Athlete,Gender,Event,Medal
Finland,FIN,5482013,42311.0362306446,1980,Lake Placid,Skiing,Cross Country Skiing,"TAKALO, Helena",Women,10KM,Bronze
Finland,FIN,5482013,42311.0362306446,1980,Lake Placid,Skiing,Cross Country Skiing,"RIIHIVUORI, Hilkka",Women,10KM,Silver
Finland,FIN,5482013,42311.0362306446,1980,Lake Placid,Skiing,Cross Country Skiing,"MIETO, Juha",Men,15KM,Silver
Finland,FIN,5482013,42311.0362306446,1980,Lake Placid,Skiing,Cross Country Skiing,"KIRVESNIEMI, Harri",Men,4X10KM Relay,Bronze
Finland,FIN,5482013,42311.0362306446,1980,Lake Placid,Skiing,Cross Country Skiing,"MIETO, Juha",Men,4X10KM Relay,Bronze
Finland,FIN,5482013,42311.0362306446,1980,Lake Placid,Skiing,Cross Country Skiing,"PITKÄNEN, Matti",Men,4X10KM Relay,Bronze
Finland,FIN,5482013,42311.0362306446,1980,Lake Placid,Skiing,Cross Country Skiing,"TEURAJÄRVI, Pertti",Men,4X10KM Relay,Bronze
Finland,FIN,5482013,42311.0362306446,1980,Lake Placid,Skiing,Cross Country Skiing,"MIETO, Juha",Men,50KM,Silver
Finland,FIN,5482013,42311.0362306446,1980,Lake Placid,Skiing,Cross Country Skiing,"RIIHIVUORI, Hilkka",Women,5KM,Silver
Finland,FIN,5482013,42311.0362306446,1980,Lake Placid,Skiing,Nordic Combined,"KARJALAINEN, Jouko",Men,Individual,Silver
Finland,FIN,5482013,42311.0362306446,1980,Lake Placid,Skiing,Ski Jumping,"PUIKKONEN, Jari",Men,K120 Individual (90M),Bronze
Finland,FIN,5482013,42311.0362306446,1980,Lake Placid,Skiing,Ski Jumping,"TÖRMÄNEN, Jouko",Men,K120 Individual (90M),Gold
Finland,FIN,5482013,42311.0362306446,1984,Sarajevo,Skiing,Cross Country Skiing,"KIRVESNIEMI, Marja-Liisa",Women,10KM,Gold
Finland,FIN,5482013,42311.0362306446,1984,Sarajevo,Skiing,Cross Country Skiing,"KIRVESNIEMI, Harri",Men,15KM,Bronze
Finland,FIN,5482013,42311.0362306446,1984,Sarajevo,Skiing,Cross Country Skiing,"KARVONEN, Aki",Men,15KM,Silver
Finland,FIN,5482013,42311.0362306446,1984,Sarajevo,Skiing,Cross Country Skiing,"KIRVESNIEMI, Marja-Liisa",Women,20KM,Gold
Finland,FIN,5482013,42311.0362306446,1984,Sarajevo,Skiing,Cross Country Skiing,"KARVONEN, Aki",Men,4X10KM Relay,Bronze
Finland,FIN,5482013,42311.0362306446,1984,Sarajevo,Skiing,Cross Country Skiing,"KIRVESNIEMI, Harri",Men,4X10KM Relay,Bronze
Finland,FIN,5482013,42311.0362306446,1984,Sarajevo,Skiing,Cross Country Skiing,"MIETO, Juha",Men,4X10KM Relay,Bronze
Finland,FIN,5482013,42311.0362306446,1984,Sarajevo,Skiing,Cross Country Skiing,"RISTANEN, Kari",Men,4X10KM Relay,Bronze
Finland,FIN,5482013,42311.0362306446,1984,Sarajevo,Skiing,Cross Country Skiing,"HYYTIAINEN, Eija",Women,4X5KM Relay,Bronze
Finland,FIN,5482013,42311.0362306446,1984,Sarajevo,Skiing,Cross Country Skiing,"KIRVESNIEMI, Marja-Liisa",Women,4X5KM Relay,Bronze
Finland,FIN,5482013,42311.0362306446,1984,Sarajevo,Skiing,Cross Country Skiing,"MÄÄTTÄ, Pirkko",Women,4X5KM Relay,Bronze
Finland,FIN,5482013,42311.0362306446,1984,Sarajevo,Skiing,Cross Country Skiing,"MATIKAINEN, Marjo",Women,4X5KM Relay,Bronze
Finland,FIN,5482013,42311.0362306446,1984,Sarajevo,Skiing,Cross Country Skiing,"KARVONEN, Aki",Men,50KM,Bronze
Finland,FIN,5482013,42311.0362306446,1984,Sarajevo,Skiing,Cross Country Skiing,"KIRVESNIEMI, Marja-Liisa",Women,5KM,Gold
Finland,FIN,5482013,42311.0362306446,1984,Sarajevo,Skiing,Nordic Combined,"YLIPULLI, Jukka",Men,Individual,Bronze
Finland,FIN,5482013,42311.0362306446,1984,Sarajevo,Skiing,Nordic Combined,"KARJALAINEN, Jouko",Men,Individual,Silver
Finland,FIN,5482013,42311.0362306446,1984,Sarajevo,Skiing,Ski Jumping,"NYKANEN, Matti",Men,K120 Individual (90M),Gold
Finland,FIN,5482013,42311.0362306446,1984,Sarajevo,Skiing,Ski Jumping,"PUIKKONEN, Jari",Men,K90 Individual (70M),Bronze
Finland,FIN,5482013,42311.0362306446,1984,Sarajevo,Skiing,Ski Jumping,"NYKANEN, Matti",Men,K90 Individual (70M),Silver
Finland,FIN,5482013,42311.0362306446,1988,Calgary,Ice Hockey,Ice Hockey,"BLOMQVIST, Timo",Men,Ice Hockey,Silver
Finland,FIN,5482013,42311.0362306446,1988,Calgary,Ice Hockey,Ice Hockey,"ELORANTA, Kari",Men,Ice Hockey,Silver
Finland,FIN,5482013,42311.0362306446,1988,Calgary,Ice Hockey,Ice Hockey,"HELMINEN, Raimo",Men,Ice Hockey,Silver
Finland,FIN,5482013,42311.0362306446,1988,Calgary,Ice Hockey,Ice Hockey,"JÄRVI, Jiro",Men,Ice Hockey,Silver
Finland,FIN,5482013,42311.0362306446,1988,Calgary,Ice Hockey,Ice Hockey,"KESKINEN, Esa",Men,Ice Hockey,Silver
Finland,FIN,5482013,42311.0362306446,1988,Calgary,Ice Hockey,Ice Hockey,"LAINE, Erkki",Men,Ice Hockey,Silver
Finland,FIN,5482013,42311.0362306446,1988,Calgary,Ice Hockey,Ice Hockey,"LAITINEN, Kari",Men,Ice Hockey,Silver
Finland,FIN,5482013,42311.0362306446,1988,Calgary,Ice Hockey,Ice Hockey,"LEHTONEN, Erkki",Men,Ice Hockey,Silver
Finland,FIN,5482013,42311.0362306446,1988,Calgary,Ice Hockey,Ice Hockey,"LUMME, Jyrki",Men,Ice Hockey,Silver
Finland,FIN,5482013,42311.0362306446,1988,Calgary,Ice Hockey,Ice Hockey,"MIKKOLAINEN, Reijo",Men,Ice Hockey,Silver
Finland,FIN,5482013,42311.0362306446,1988,Calgary,Ice Hockey,Ice Hockey,"MYLLYS, Jarmo",Men,Ice Hockey,Silver
Finland,FIN,5482013,42311.0362306446,1988,Calgary,Ice Hockey,Ice Hockey,"NUMMINEN, Teppo",Men,Ice Hockey,Silver
Finland,FIN,5482013,42311.0362306446,1988,Calgary,Ice Hockey,Ice Hockey,"OJANEN, Janne",Men,Ice Hockey,Silver
Finland,FIN,5482013,42311.0362306446,1988,Calgary,Ice Hockey,Ice Hockey,"RUOTANEN, Arto",Men,Ice Hockey,Silver
Finland,FIN,5482013,42311.0362306446,1988,Calgary,Ice Hockey,Ice Hockey,"RUOTSALAINEN, Reijo",Men,Ice Hockey,Silver
Finland,FIN,5482013,42311.0362306446,1988,Calgary,Ice Hockey,Ice Hockey,"SAARINEN, Timo",Men,Ice Hockey,Silver
Finland,FIN,5482013,42311.0362306446,1988,Calgary,Ice Hockey,Ice Hockey,"SMIKKANEN, Kari",Men,Ice Hockey,Silver
Finland,FIN,5482013,42311.0362306446,1988,Calgary,Ice Hockey,Ice Hockey,"SUSI, Timo",Men,Ice Hockey,Silver
Finland,FIN,5482013,42311.0362306446,1988,Calgary,Ice Hockey,Ice Hockey,"TAMMI, Jukka",Men,Ice Hockey,Silver
Finland,FIN,5482013,42311.0362306446,1988,Calgary,Ice Hockey,Ice Hockey,"TORKKI, Jari",Men,Ice Hockey,Silver
Finland,FIN,5482013,42311.0362306446,1988,Calgary,Ice Hockey,Ice Hockey,"TUOMISTO, Pekka",Men,Ice Hockey,Silver
Finland,FIN,5482013,42311.0362306446,1988,Calgary,Ice Hockey,Ice Hockey,"VIRTANEN, Jukka",Men,Ice Hockey,Silver
Finland,FIN,5482013,42311.0362306446,1988,Calgary,Skiing,Cross Country Skiing,"MATIKAINEN, Marjo",Women,10KM,Bronze
Finland,FIN,5482013,42311.0362306446,1988,Calgary,Skiing,Cross Country Skiing,"KIRVESNIEMI, Marja-Liisa",Women,4X5KM Relay,Bronze
Finland,FIN,5482013,42311.0362306446,1988,Calgary,Skiing,Cross Country Skiing,"MÄÄTTÄ, Pirkko",Women,4X5KM Relay,Bronze
Finland,FIN,5482013,42311.0362306446,1988,Calgary,Skiing,Cross Country Skiing,"MATIKAINEN, Marjo",Women,4X5KM Relay,Bronze
Finland,FIN,5482013,42311.0362306446,1988,Calgary,Skiing,Cross Country Skiing,"SAVOLAINEN, Jaana",Women,4X5KM Relay,Bronze
Finland,FIN,5482013,42311.0362306446,1988,Calgary,Skiing,Cross Country Skiing,"MATIKAINEN, Marjo",Women,5KM,Gold
Finland,FIN,5482013,42311.0362306446,1988,Calgary,Skiing,Ski Jumping,"NYKANEN, Matti",Men,K120 Individual (90M),Gold
Finland,FIN,5482013,42311.0362306446,1988,Calgary,Skiing,Ski Jumping,"NIKKOLA, Ari-Pekka",Men,K120 Team (90M),Gold
Finland,FIN,5482013,42311.0362306446,1988,Calgary,Skiing,Ski Jumping,"NYKANEN, Matti",Men,K120 Team (90M),Gold
Finland,FIN,5482013,42311.0362306446,1988,Calgary,Skiing,Ski Jumping,"PUIKKONEN, Jari",Men,K120 Team (90M),Gold
Finland,FIN,5482013,42311.0362306446,1988,Calgary,Skiing,Ski Jumping,"YLLIPULLI, Tuomo",Men,K120 Team (90M),Gold
Finland,FIN,5482013,42311.0362306446,1988,Calgary,Skiing,Ski Jumping,"NYKANEN, Matti",Men,K90 Individual (70M),Gold
Finland,FIN,5482013,42311.0362306446,1992,Albertville,Biathlon,Biathlon,"ELORANTA, Harri",Men,10KM,Bronze
Finland,FIN,5482013,42311.0362306446,1992,Albertville,Skiing,Cross Country Skiing,"ROLIG, Marjut",Women,15KM Mass Start,Silver
Finland,FIN,5482013,42311.0362306446,1992,Albertville,Skiing,Cross Country Skiing,"ISOMETSA, Jari",Men,4X10KM Relay,Bronze
Finland,FIN,5482013,42311.0362306446,1992,Albertville,Skiing,Cross Country Skiing,"KIRVESNIEMI, Harri",Men,4X10KM Relay,Bronze
Finland,FIN,5482013,42311.0362306446,1992,Albertville,Skiing,Cross Country Skiing,"KUUSISTO, Mika",Men,4X10KM Relay,Bronze
Finland,FIN,5482013,42311.0362306446,1992,Albertville,Skiing,Cross Country Skiing,"RÄSÄNEN, Jari",Men,4X10KM Relay,Bronze
Finland,FIN,5482013,42311.0362306446,1992,Albertville,Skiing,Cross Country Skiing,"ROLIG, Marjut",Women,5KM,Gold
Finland,FIN,5482013,42311.0362306446,1992,Albertville,Skiing,Ski Jumping,"NIEMINEN, Toni",Men,K120 Individual (90M),Gold
Finland,FIN,5482013,42311.0362306446,1992,Albertville,Skiing,Ski Jumping,"LAAKKONEN, Risto",Men,K120 Team (90M),Gold
Finland,FIN,5482013,42311.0362306446,1992,Albertville,Skiing,Ski Jumping,"LAITINEN, Mika",Men,K120 Team (90M),Gold
Finland,FIN,5482013,42311.0362306446,1992,Albertville,Skiing,Ski Jumping,"NIEMINEN, Toni",Men,K120 Team (90M),Gold
Finland,FIN,5482013,42311.0362306446,1992,Albertville,Skiing,Ski Jumping,"NIKKOLA, Ari-Pekka",Men,K120 Team (90M),Gold
Finland,FIN,5482013,42311.0362306446,1992,Albertville,Skiing,Ski Jumping,"NIEMINEN, Toni",Men,K90 Individual (70M),Bronze
Finland,FIN,5482013,42311.0362306446,1994,Lillehammer,Ice Hockey,Ice Hockey,"ALATALO, Mika",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1994,Lillehammer,Ice Hockey,Ice Hockey,"HÄMÄLÄINEN, Vesa Erik",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1994,Lillehammer,Ice Hockey,Ice Hockey,"HELMINEN, Raimo",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1994,Lillehammer,Ice Hockey,Ice Hockey,"JUTILA, Timo",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1994,Lillehammer,Ice Hockey,Ice Hockey,"KAPANEN, Sami",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1994,Lillehammer,Ice Hockey,Ice Hockey,"KESKINEN, Esa",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1994,Lillehammer,Ice Hockey,Ice Hockey,"KIPRUSOFF, Marko",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1994,Lillehammer,Ice Hockey,Ice Hockey,"KOIVU, Saku",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1994,Lillehammer,Ice Hockey,Ice Hockey,"KUIVALAINEN, Pasi",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1994,Lillehammer,Ice Hockey,Ice Hockey,"LAUKKANEN, Janne",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1994,Lillehammer,Ice Hockey,Ice Hockey,"LEHTERAE, Tero",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1994,Lillehammer,Ice Hockey,Ice Hockey,"LEHTINEN, Jere",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1994,Lillehammer,Ice Hockey,Ice Hockey,"MÄKELÄ, Mikko",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1994,Lillehammer,Ice Hockey,Ice Hockey,"MYLLYS, Jarmo",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1994,Lillehammer,Ice Hockey,Ice Hockey,"NIEMINEN, Mika",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1994,Lillehammer,Ice Hockey,Ice Hockey,"OJANEN, Janne",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1994,Lillehammer,Ice Hockey,Ice Hockey,"PALO, Marko",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1994,Lillehammer,Ice Hockey,Ice Hockey,"PELTONEN, Ville",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1994,Lillehammer,Ice Hockey,Ice Hockey,"SORMUNEN, Pasi",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1994,Lillehammer,Ice Hockey,Ice Hockey,"STROEMBERG, Mika",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1994,Lillehammer,Ice Hockey,Ice Hockey,"TAMMI, Jukka",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1994,Lillehammer,Ice Hockey,Ice Hockey,"VARIS, Petri",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1994,Lillehammer,Ice Hockey,Ice Hockey,"VIRTA, Hannu",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1994,Lillehammer,Skiing,Cross Country Skiing,"KIRVESNIEMI, Marja-Liisa",Women,30KM,Bronze
Finland,FIN,5482013,42311.0362306446,1994,Lillehammer,Skiing,Cross Country Skiing,"MYLLYLAE, Mika",Men,30KM Mass Start,Bronze
Finland,FIN,5482013,42311.0362306446,1994,Lillehammer,Skiing,Cross Country Skiing,"ISOMETSA, Jari",Men,4X10KM Relay,Bronze
Finland,FIN,5482013,42311.0362306446,1994,Lillehammer,Skiing,Cross Country Skiing,"KIRVESNIEMI, Harri",Men,4X10KM Relay,Bronze
Finland,FIN,5482013,42311.0362306446,1994,Lillehammer,Skiing,Cross Country Skiing,"MYLLYLAE, Mika",Men,4X10KM Relay,Bronze
Finland,FIN,5482013,42311.0362306446,1994,Lillehammer,Skiing,Cross Country Skiing,"RAESAENEN, Jari",Men,4X10KM Relay,Bronze
Finland,FIN,5482013,42311.0362306446,1994,Lillehammer,Skiing,Cross Country Skiing,"MYLLYLAE, Mika",Men,50KM,Silver
Finland,FIN,5482013,42311.0362306446,1994,Lillehammer,Skiing,Cross Country Skiing,"KIRVESNIEMI, Marja-Liisa",Women,5KM,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Biathlon,Biathlon,"RAIKKONEN, Ville",Men,10KM,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"BERG, Aki-Petteri",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"GROENMAN, Tomas",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"HELMINEN, Raimo",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"KAPANEN, Sami",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"KOIVU, Saku",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"KURRI, Jari",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"LAUKKANEN, Janne",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"LEHTINEN, Jere",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"LIND, Juha",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"LUMME, Jyrki",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"MYLLYS, Jarmo",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"NIEMINEN, Mika",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"NIINIMAA, Janne",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"NUMMINEN, Teppo",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"PELTONEN, Ville",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"RINTANEN, Kimmo",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"SELANNE, Teemu",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"SULANDER, Ari",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"TAMMI, Jukka",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"TIKKANEN, Esa",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"TIMONEN, Kimmo",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"TOERMAENEN, Antti",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"YLONEN, Juha",Men,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"FISK, Sari",Women,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"HANNINEN, Kirsi",Women,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"HUOTARI, Satu",Women,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"IHALAINEN, Marianne",Women,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"IKONEN, Johanna",Women,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"KROOKS, Sari",Women,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"LAAKSONEN, Emma",Women,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"LANKOSAARI, Sanna",Women,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"LEHTD, Katja",Women,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"LEHTIMAKI, Marika",Women,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"NIEMINEN, Riikka",Women,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"PALVILA, Marja-Helena",Women,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"PUPUTTI, Tuula",Women,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"RANTAMAKI, Karoliina",Women,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"REIMA, Tiia",Women,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"RIIPI, Katja",Women,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"SALO, Paivi",Women,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"SELIN, Maria",Women,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"SNECK, Liisa-Maria",Women,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Ice Hockey,Ice Hockey,"VAARAKALLIO, Petra",Women,Ice Hockey,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Skiing,Cross Country Skiing,"MYLLYLAE, Mika",Men,10KM Pursuit,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Skiing,Cross Country Skiing,"MYLLYLAE, Mika",Men,30KM Mass Start,Gold
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Skiing,Cross Country Skiing,"ISOMETSA, Jari",Men,4X10KM Relay,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Skiing,Cross Country Skiing,"KIRVESNIEMI, Harri",Men,4X10KM Relay,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Skiing,Cross Country Skiing,"MYLLYLAE, Mika",Men,4X10KM Relay,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Skiing,Cross Country Skiing,"REPO, Sami",Men,4X10KM Relay,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Skiing,Freestyle Skiing,"MUSTONEN, Sami",Men,Moguls,Bronze
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Skiing,Freestyle Skiing,"LAHTELA, Janne",Men,Moguls,Silver
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Skiing,Nordic Combined,"LAJUNEN, Samppa",Men,Individual,Silver
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Skiing,Nordic Combined,"LAJUNEN, Samppa",Men,Team,Silver
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Skiing,Nordic Combined,"MANNINEN, Hannu",Men,Team,Silver
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Skiing,Nordic Combined,"MANTILA, Jari",Men,Team,Silver
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Skiing,Nordic Combined,"NURMELA, Tapio",Men,Team,Silver
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Skiing,Ski Jumping,"SOININEN, Jani",Men,K120 Individual (90M),Silver
Finland,FIN,5482013,42311.0362306446,1998,Nagano,Skiing,Ski Jumping,"SOININEN, Jani",Men,K90 Individual (70M),Gold
Finland,FIN,5482013,42311.0362306446,2002,Salt Lake City,Skiing,Freestyle Skiing,"LAHTELA, Janne",Men,Moguls,Gold
Finland,FIN,5482013,42311.0362306446,2002,Salt Lake City,Skiing,Nordic Combined,"LAJUNEN, Samppa",Men,Individual,Gold
Finland,FIN,5482013,42311.0362306446,2002,Salt Lake City,Skiing,Nordic Combined,"TALLUS, Jaakko",Men,Individual,Silver
Finland,FIN,5482013,42311.0362306446,2002,Salt Lake City,Skiing,Nordic Combined,"LAJUNEN, Samppa",Men,Sprint,Gold
Finland,FIN,5482013,42311.0362306446,2002,Salt Lake City,Skiing,Nordic Combined,"LAJUNEN, Samppa",Men,Team,Gold
Finland,FIN,5482013,42311.0362306446,2002,Salt Lake City,Skiing,Nordic Combined,"MANNINEN, Hannu",Men,Team,Gold
Finland,FIN,5482013,42311.0362306446,2002,Salt Lake City,Skiing,Nordic Combined,"MANTILA, Jari",Men,Team,Gold
Finland,FIN,5482013,42311.0362306446,2002,Salt Lake City,Skiing,Nordic Combined,"TALLUS, Jaakko",Men,Team,Gold
Finland,FIN,5482013,42311.0362306446,2002,Salt Lake City,Skiing,Ski Jumping,"HAUTAMAEKI, Matti",Men,K120 Individual (90M),Bronze
Finland,FIN,5482013,42311.0362306446,2002,Salt Lake City,Skiing,Ski Jumping,"AHONEN, Janne",Men,K120 Team (90M),Silver
Finland,FIN,5482013,42311.0362306446,2002,Salt Lake City,Skiing,Ski Jumping,"HAUTAMAEKI, Matti",Men,K120 Team (90M),Silver
Finland,FIN,5482013,42311.0362306446,2002,Salt Lake City,Skiing,Ski Jumping,"JUSSILAINEN, Risto",Men,K120 Team (90M),Silver
Finland,FIN,5482013,42311.0362306446,2002,Salt Lake City,Skiing,Ski Jumping,"LINDSTROEM, Veli-Matti",Men,K120 Team (90M),Silver
Finland,FIN,5482013,42311.0362306446,2006,Turin,Curling,Curling,"KIISKINEN, Kalle",Men,Curling,Silver
Finland,FIN,5482013,42311.0362306446,2006,Turin,Curling,Curling,"MAKELA, Wille",Men,Curling,Silver
Finland,FIN,5482013,42311.0362306446,2006,Turin,Curling,Curling,"SALO, Teemu",Men,Curling,Silver
Finland,FIN,5482013,42311.0362306446,2006,Turin,Curling,Curling,"SULLANMAA, Jani",Men,Curling,Silver
Finland,FIN,5482013,42311.0362306446,2006,Turin,Curling,Curling,"UUSIPAAVALNIEMI, Markku",Men,Curling,Silver
Finland,FIN,5482013,42311.0362306446,2006,Turin,Ice Hockey,Ice Hockey,"BACKSTROM, Niklas",Men,Ice Hockey,Silver
Finland,FIN,5482013,42311.0362306446,2006,Turin,Ice Hockey,Ice Hockey,"BERG, Aki-Petteri",Men,Ice Hockey,Silver
Finland,FIN,5482013,42311.0362306446,2006,Turin,Ice Hockey,Ice Hockey,"HAGMAN, Niklas",Men,Ice Hockey,Silver
Finland,FIN,5482013,42311.0362306446,2006,Turin,Ice Hockey,Ice Hockey,"HENTUNEN, Jukka",Men,Ice Hockey,Silver
Finland,FIN,5482013,42311.0362306446,2006,Turin,Ice Hockey,Ice Hockey,"JOKINEN, Jussi",Men,Ice Hockey,Silver
Finland,FIN,5482013,42311.0362306446,2006,Turin,Ice Hockey,Ice Hockey,"JOKINEN, Olli",Men,Ice Hockey,Silver
Finland,FIN,5482013,42311.0362306446,2006,Turin,Ice Hockey,Ice Hockey,"KAPANEN, Niko",Men,Ice Hockey,Silver
